,text_tokenized
3114,['info']
3115,"['koalax', 'fresh', 'food', 'service', 'right']"
3116,"['will', 'thank']"
3117,"['okay', 'thank']"
3118,"['snack', 'available', 'fresh', 'foodnot', 'sure', 'happen', 'sure', 'will', 'grab', 'bite', 'sfo', 'connection']"
3119,['request']
3120,"['turkish', 'airlines', 'rebooked', 'second', 'leg', 'fra', 'iad', 'way', 'check', 'upgrade', 'available']"
3121,"['hey', 'leave', 'favorite', 'blanket', 'plane', 'bring', 'back', 'home']"
3122,"['follow', 'dmd']"
3123,"['want', 'hotel', 'room', 'whiskey']"
3124,"['flightgotta', 'make', 'connector']"
3125,"['note', 'detail', 'will', 'dmed', 'shortly']"
3126,"['info', 'delay', 'sfo', 'tomorrow', 'due', 'low', 'cloud']"
3127,"['finally', 'arrive', 'bogota', 'good', 'long']"
3128,"['want', 'make', 'day', 'friend', 'premier', 'soon', 'chance', 'upgrade', 'two', 'leg', 'ecom', 'plus']"
3129,"['thats', 'course', 'lax']"
3130,"['thank', 'counter', 'locate', 'late', 'open']"
3131,['dcaewr']
3132,"['chance', 'look', 'problem', 'earlier']"
3133,"['please', 'tell', 'fly', 'australia', 'pref', 'pac', 'voucher', 'redeem']"
3134,"['dont', 'appear', 'apply', 'mileageplus', 'account', 'help']"
3135,"['vusaaustralia', 'aussie', 'cowgirl', 'lookin', 'cowboy', 'take', 'fort', 'worth', 'say', 'ill', 'find']"
3136,"['find', 'way', 'distinguish', 'board', 'premier', 'members', 'credit', 'card', 'holders', 'group', 'big']"
3137,['dmd']
3138,"['sprint', 'concourse', 'make', 'cough', 'lung', 'process', 'now', 'clt', 'tnx']"
3139,"['hey', 'think', 'someone', 'meet', 'book', 'arrive', 'yes', 'please', 'oscar', 'take']"
3140,"['hopefully', 'will', 'give', 'feedback', 'bafore']"
3141,"['now', 'see', 'hours', 'thank']"
3142,"['invite', 'fallow', 'learn', 'program', 'health', 'condomrito', 'familywe', '501c3thanks']"
3143,"['lhr', 'congrats', 'stick', 'aaba', 'britishairways']"
3144,"['n33289', 'arrive', 'follow']"
3145,"['yes', 'will']"
3146,"['ebokeers', 'chance', 'check', 'everything']"
3147,"['worry', 'think', 'control', 'email', 'keep', 'inform']"
3148,"['ord', 'phl', 'cdt', 'delay', 'kinda', 'hop', 'strand', 'ord', 'either']"
3149,"['happen', 'status', 'map', 'cool']"
3150,"['guy', 'submit', 'request', 'tickethotel', 'reimbursement', 'delayedover', 'night', 'stay', 'come', 'back', 'dominican', 'help']"
3151,"['yes', 'want', 'complain', 'coworker', 'neither', 'customer', 'service', 'point', 'airside']"
3152,"['sorry', 'hear', 'need', 'help', 'reflight', 'book', 'problems']"
3153,"['alright', 'thank', 'page', 'say', 'rout', 'aircraft', 'specifically']"
3154,"['send', 'long', 'note', 'suggestions', 'thank', 'back']"
3155,"['least', 'ua1564', 'ord', 'wait', 'deplane', 'catch', 'ua4232', 'clt', 'chance', 'wait', 'last', 'second']"
3156,"['pty', 'pit', 'via', 'iah']"
3157,"['possible', 'redeem', 'miles', 'one', 'part', 'round', 'trip', 'itinerary', 'without', 'book', 'two', 'separate', 'reservations']"
3158,['send']
3159,"['understandable', 'try', 'book', 'problems', 'several', 'time', 'passengers', 'message', 'mention', 'agents', 'price']"
3160,"['patiently', 'drink', 'tweet', 'experience']"
3161,"['inflight', 'promo', 'tvs', 'include', 'brian', 'williams', 'tough', 'edit', 'quickly', 'complaint', 'observation']"
3162,"['many', '787s', 'currently', 'operate', 'aircraft', 'operate']"
3163,"['operate', 'heathrownewark']"
3164,"['southwest', 'mechanical', 'problem', 'least', 'give', 'round', 'trip', 'vouchers', 'will', 'step', 'plate']"
3165,"['reservation', 'change', 'longer', 'make', 'connect', 'change', 'without', 'incur', 'fee']"
3166,"['raise', 'dispute', 'provider', 'will', 'hopefully', 'clear']"
3167,"['chase', 'say', 'referral', 'bonus', 'thank']"
3168,"['cancel', 'ticket', 'friend', 'cant', 'credit', 'name']"
3169,"['trade', 'show', 'come', 'awesome', 'deal']"
3170,"['please', 'help', 'leave', 'ipad', 'nyc', 'yesterday', 'cant', 'touch', 'anyone', 'locally']"
3171,"['baggage', 'check', 'international']"
3172,"['terminal', 'airport']"
3173,"['credit', 'cancel', 'flightled', 'new', 'book', 'orig', 'purchase', 'fly']"
3174,"['partner', 'first', 'trip', 'ticket', 'time', 'please', 'seat', 'next', 'conf', 'ilc0hp']"
3175,"['one', 'last', 'thingunited', 'club', 'crackersnabisco', 'pepperidge', 'farm']"
3176,"['happen', 'years', 'ago', 'havent', 'fly']"
3177,"['please', 'burn', 'dream', 'ticket', 'sales', 'today']"
3178,"['send', 'personal', 'plane', 'school', 'ice', 'dont', 'want', 'stick', 'emilydonneiiy']"
3179,"['start', '3xweekly', 'b737900', '9may5sep']"
3180,"['fail', 'set', 'song', 'break', 'guitars', 'lmao']"
3181,"['yes', 'love', 'upgrade', 'voucher', 'please', 'give', 'call']"
3182,"['come', 'cheaper', 'fly', 'bkk', 'nrt', 'even', 'though', 'bkk', 'take', 'extra', 'nrt']"
3183,"['sfodfw', 'sfoord']"
3184,"['fly', 'stl', 'expect', 'ice', 'snow', 'start', 'look', 'travel', 'waivers', 'thank']"
3185,"['add', 'miles', 'january', 'china', 'mileageplus', 'account']"
3186,"['submit', 'status', 'match', 'last', 'week', 'hear', 'back', 'customer', 'look', 'switch', 'please', 'assist']"
3187,['namesdallas']
3188,"['january', '15th']"
3189,"['pri', 'board', 'active', 'military', 'uniform', 'cant', 'travel', 'uniform', 'opsec', 'reason', 'even', 'official', 'travel']"
3190,"['leisure', 'military', 'personnel', 'safety', 'reason', 'highly', 'recommend', 'travel', 'uniform']"
3191,"['long', 'expect', 'formal', 'response', 'take']"
3192,"['fly', 'domestic', 'first', 'sea', 'hnl', 'pay', 'use', 'lounge', 'fly', 'international', 'thank']"
3193,"['mean', 'fortunately', 'dont', 'want', 'affect']"
3194,"['volumes', 'profit']"
3195,"['suck', 'money', 'book', 'see', 'love', 'life', 'miles', 'away']"
3196,"['speak', 'skateboard', 'allow', 'carry', 'bagage', 'right', 'extra', 'payment', 'need']"
3197,"['link', 'message', 'reply']"
3198,"['read', 'weather', 'warn', 'east', 'coast', 'lhr', 'sfo', 'affect']"
3199,"['allow', 'bring', 'duffle', 'bag', 'back', 'pack', 'carry', 'personal', 'item', 'fly']"
3200,"['thank', 'ua1121', 'den', 'min', 'tarmac']"
3201,"['fly', 'msp', 'dxb', 'child', 'will', 'turn', 'trip', 'return', 'ticket', 'child']"
3202,"['even', 'multiplier', 'ticket', 'price', 'will', 'still', 'never', 'equal', 'amount', 'miles', 'travel', 'even', 'transatlantic']"
3203,"['game', 'one', 'reason', 'pay', 'something', 'work']"
3204,"['hello', 'wonder', 'long', 'might', 'take', 'turkish', 'airlines', 'show', 'miles', 'thank']"
3205,"['great', 'thank', 'ill', 'send', 'now']"
3206,"['return', 'vacation', 'go', 'luggage', 'service', 'golf', 'bag', 'present', 'clear', 'wrap', 'couldve', 'use', 'first', 'place']"
3207,"['link', 'tweet', 'go', 'someones', 'internal', 'email', 'probably', 'one', '3rd', 'party', 'contract']"
3208,"['ord', 'roc', 'fam', 'come', 'see', 'sna', 'member', 'dad', 'use', 'miles']"
3209,"['referral', 'program', 'milageplus', 'explorer', 'card']"
3210,['obviously']
3211,"['send', 'email', 'describe', 'experience', 'look', 'forward', 'follow', 'hopefully', 'make', 'right']"
3212,"['change', 'rno', 'den', 'nonstop', 'may', '6am', 'late', 'morning', 'early', 'afternoon']"
3213,"['wont', 'wait', '10min', 'fam', '2yr', 'old', 'connect', 'leave', 'early', 'instead', 'airport', 'plan', 'last', 'stop', 'today']"
3214,"['instead', 'bourbon', 'street']"
3215,"['captain', 'apologize', 'delay', 'company', 'look', 'open', 'gate', 'glance', 'starboard', 'side', 'see', 'open', 'gate']"
3216,"['reinstate', 'kosher', 'meals', 'drop', 'shortly', 'merger']"
3217,"['possible', 'upfare', 'segment', 'gpu', 'waitlisted']"
3218,"['want', 'plane', 'dad']"
3219,"['cabin', 'functionality', 'mean', 'take', 'customer', 'satisfaction', 'survey']"
3220,"['3rd', 'party', 'service', 'know', 'ezee', 'confirm', 'india', 'tell', 'name', 'steve']"
3221,"['tell', 'carry', 'overcarry', 'back', 'refund']"
3222,"['leave', 'work', 'possible', 'love', 'replace', 'now']"
3223,"['forelock', 'guarantee', 'fare', 'fare', 'seat']"
3224,"['economy', 'plus', 'cabin', 'qualify', 'premium', 'cabin']"
3225,"['yesterday', 'sort', 'now']"
3226,"['email', 'address', 'write', 'account', 'might', 'less', 'likely', 'disappear']"
3227,['ewr']
3228,"['gate', 'agent', 'club', 'staff', 'priority', 'standby', 'next', 'might', 'minor']"
3229,"['ladies', 'gents', 'airlines']"
3230,"['allright', 'last', 'question', 'power', 'outlets', 'available', 'premium', 'cabin', 'include', 'economy', 'plus', 'cabin']"
3231,"['well', '2hr', 'car', 'ride', 'dark', 'palm', 'spring', 'technically', 'maybe', 'ill', 'bump', '1st', 'class', 'den', 'phl']"
3232,"['believe', 'follow', 'order', 'send']"
3233,"['email', 'share', 'detail', 'thank']"
3234,"['explain', 'reward', 'elite', 'premiere', 'members']"
3235,"['birthdays', 'fianc', 'want', 'travel', 'late', 'april', 'youre', 'fave', 'frontier']"
3236,"['resending', 'confirmation', 'code']"
3237,"['airlines', 'ceo', 'jeff', 'smisek', 'disloyal', 'loyal', 'workers', 'via']"
3238,"['guidelines', 'say', '10x9x17', 'bag', '20x157x87', 'bite', 'taller', 'guidelines', 'gon', 'problem']"
3239,"['think', 'will', 'problems', 'due', 'expect', 'snow']"
3240,"['follow', 'page']"
3241,"['weeks', 'creative']"
3242,"['currently', 'standby', 'lax', 'hour', 'ride', 'palm', 'spring', 'long', 'day', 'start', 'snowy', 'philly']"
3243,"['give', 'book', 'problems', 'reference', 'number']"
3244,"['send', 'another', 'confirmation', 'email']"
3245,"['sorry', 'wrong', 'link', 'bag', 'thats', 'one', 'mean']"
3246,"['take', 'lesson', 'know', 'treat', 'customers']"
3247,['update']
3248,"['tell', 'bag', 'accept', 'personal', 'item', 'bring', 'one', 'carryon', 'bag', 'plus']"
3249,"['two', 'update', 'last', 'minutes']"
3250,"['never', 'give', 'one']"
3251,"['receive', 'email', 'either', 'inbox', 'junkspam']"
3252,"['policy', 'behind', 'change', 'passengers', 'seat', 'assignments', 'gate']"
3253,"['purchase', 'ticket', 'trip', 'late', 'flightmarch', 'mean', 'will', 'acquire', 'miles', 'base', 'price', 'distance', 'fly']"
3254,"['play', 'bizarre', 'safety', 'video', 'ive', 'see']"
3255,"['direct', 'number', 'call', 'request', 'refund', 'tell', 'valid', 'change', 'ticket', 'number', 'site']"
3256,"['way', 'copy', 'febs', 'edition', 'hemisphere', 'magazine', 'fly']"
3257,"['normally', 'ask', 'people', 'put', 'headphonesbut', 'toddlers', 'maybe', 'plan', 'kid', 'section', 'near', 'back']"
3258,"['confirmation', 'number', 'njv4bp', 'need', 'email', 'confirmation', 'nyc', 'sfo', 'feb']"
3259,"['change', 'program', 'winners', 'losers']"
3260,"['thank', 'next', 'drive', 'new', 'work', 'hit', 'slop']"
3261,"['thx', 'stand', 'know', 'frustrate', 'appreciate', 'patience', 'try', 'way']"
3262,"['roundtrip', 'ticket', 'dramatically', 'cheaper', 'pretty', 'pricey', 'via', 'match']"
3263,"['thats', 'think', 'thank', 'clarification']"
3264,"['roll', 'improvements', 'think', 'hop', 'theyll', 'catch', 'soon', 'meantime', 'ana', 'preference']"
3265,"['need', 'confirmation', 'number', 'give']"
3266,"['actually', 'consider', 'might', 'make', 'mistake', 'complain', 'beyond', 'indicate', 'reservation']"
3267,"['day', 'travel']"
3268,"['fill', 'form', 'send', 'link', 'either']"
3269,"['cost', 'check', 'additional', 'bag', 'travel', 'glasgow', 'thank']"
3270,"['click', 'link']"
3271,"['even', 'though', 'technically', 'land', 'will', 'silver']"
3272,"['teach', 'new', 'research', 'trip', 'today']"
3273,"['follow', 'send', 'info']"
3274,"['glassdoors', 'place', 'work', 'snag', 'overall']"
3275,"['update', 'emergency', 'land', 'right', 'now']"
3276,"['hold', 'minutes', 'please', 'help']"
3277,"['yall', 'develop', 'ding', 'chromefirefox', 'browser', 'extension', 'swell']"
3278,"['take', 'midwaychicago', '8thapril', '6th', 'cant', 'make', 'year', 'round']"
3279,"['know', 'suicide', 'second', 'lead', 'cause', 'death', 'among', 'teens']"
3280,"['need', 'wheelchair', 'gate', 'sure', 'options']"
3281,"['promise', 'unfollow']"
3282,"['dmed', 'confirmation', 'number']"
3283,"['sure', 'please', 'follow']"
3284,['send']
3285,"['follow', 'now']"
3286,"['status', 'bag', 'check', 'area', 'ffl']"
3287,"['bwi', 'delay', 'will', 'miss', 'way', 'find', 'will', 'hold', 'plane']"
3288,"['teyana', 'perform', 'free', 'till11']"
3289,"['tomorrow', 'night', 'reschedule', 'earlier', 'expect', 'snow']"
3290,"['follow', 'back']"
3291,"['3rd', 'time', 'fly', 'southwest', 'two', 'years', 'another', 'trip', 'back', 'october']"
3292,"['idea', 'winter', 'advisory', 'will', 'post', 'atl', 'tomorrow', 'rather', 'phl', 'tonight']"
3293,"['barzegar', 'charge', 'tourists', 'euros', 'night', 'stay', 'tent', 'village', 'run']"
3294,"['please', 'make', 'sense', 'companion', 'promo', 'set']"
3295,"['unfortunately', 'dont', 'even', 'phone', 'die', 'chance', 'grab', 'oma']"
3296,"['live', 'cant', 'enroll', 'companion', 'promotion', 'error', 'every', 'time', 'help', 'send', 'email', 'thank']"
3297,"['chantilly', 'france']"
3298,"['hey', 'fly', 'today', 'want', 'know', 'will', 'tvs', 'seat']"
3299,"['carol', 'thrower', 'passengers', 'fort', 'lauderdale', 'airport']"
3300,"['trouble', 'satisfactory', 'customer', 'service', 'contact', 'negotiate', 'resolutions']"
3301,"['hey', 'southwest', 'help', 'find', 'please']"
3302,['thank']
3303,"['traditionally', 'use', 'sledge', 'hammer', 'low', 'take', 'share', 'drive', 'now', 'scalpel', 'approach', 'data', 'science']"
3304,"['americas', 'largest', 'passengers', 'carry', 'wonder', 'customer', 'service', 'bible']"
3305,"['resource', 'check', 'delayscancelled', 'flightlations', 'love', 'field', 'fly', 'tomorrow', 'stress', 'weather']"
3306,"['oscarworthy', 'entrance']"
3307,"['will', 'arrive', 'e11', 'penguin', 'plane']"
3308,"['money', 'hungry']"
3309,"['less', '3500pts', 'help', 'partnerrewards', 'incoming', 'fast', 'enough', 'keep', 'pts', 'expire']"
3310,"['wifes', 'pts', 'expire', 'days', 'ago', 'plan', 'book', 'problems', 'trip', 'today', 'anything', 'tight', 'budget']"
3311,"['urgently', 'need', 'two', 'receipt', 'send', 'close', 'help']"
3312,['send']
3313,['know']
3314,"['isnt', 'empty', 'rude']"
3315,"['one', 'travel', 'ask', 'sister', 'wait', 'nephew', 'midlandflight', 'eventually', 'land']"
3316,"['new', 'day', 'new', 'chance', 'right', 'thing', 'never', 'late', 'honest']"
3317,"['quick', 'question', 'wifi', 'phone', 'tablet', 'hours', 'leave', 'trip']"
3318,"['hello', 'swa', 'poc', 'partnerships', 'nonprofit', 'organizations', 'bwi', 'area']"
3319,"['assign', 'seat', 'now', 'cousin', 'probably', 'cant', 'sit', 'together', 'tomorrow', 'thank']"
3320,"['forget', 'wed', 'fair', 'discount', 'nonprofits', 'donate', 'part', 'worth', 'every', 'single', 'day']"
3321,"['please', 'lower', 'plane', 'buck', 'thank']"
3322,"['offer', 'cdn', 'border', 'towns', 'incentive', 'fly', 'exchange', 'rat']"
3323,['reference']
3324,"['know', 'reason', 'divert', 'suppose', 'direct']"
3325,"['see', 'atl', 'congrats', 'winners', 'ready']"
3326,"['enrol', 'atl', 'companion', 'pass', 'offer', 'book', 'already', 'may', 'start', 'use', 'pass']"
3327,"['will', 'follow', 'back', 'info']"
3328,"['wifi', 'fam']"
3329,"['try', 'okay']"
3330,"['vinyl', 'part', 'prize']"
3331,"['look', 'brood', 'sky', 'ont', 'even']"
3332,"['monkey', 'business', 'luv', 'swa']"
3333,"['question', 'fly', 'maltese', 'puppy']"
3334,"['word', 'customer', 'relations', 'department', 'will', 'open', 'back']"
3335,"['tell', 'mdwfll', 'tomorrow', 'full', 'capacity', 'hop', 'little', 'bite', 'extra', 'room']"
3336,['leave']
3337,"['maybe', 'hook', 'imagine', 'dragon', 'ticket', 'tonight', 'shes', 'hugeeeee', 'fan', 'really', 'love']"
3338,"['enjoy', 'call', 'good', 'friend', 'hes', 'book', 'problems', 'elsewhere', 'tweet', 'one', 'time', 'will', 'tell', 'many']"
3339,"['open', 'online', 'applications', 'fall', 'intern', 'position', 'throughout', 'company', 'apply', 'via']"
3340,"['honesty', 'always', 'policy']"
3341,"['know', 'correct']"
3342,['briughy']
3343,"['deal', 'aprilmay']"
3344,"['feature', 'desk', 'plant', 'increase', 'productivity']"
3345,"['new', 'market', 'song', 'let', 'know', 'think']"
3346,"['fare', 'give', 'clue', 'route', 'now']"
3347,"['many', 'ticket', 'leave']"
3348,"['idea', 'tsa', 'precheck', 'isnt', 'show', 'next', 'tomorrow', 'number', 'profile']"
3349,"['still', 'post', 'downtown', 'wait', 'yall', 'way']"
3350,['people']
3351,"['congrats', 'fan', 'see', 'slc', 'youre', 'next', 'thank']"
3352,"['dang', 'practice', 'hour', 'late', 'flightr', 'today']"
3353,"['suppose', 'say', 'book', 'booo']"
3354,"['days', 'ago', 'miss', 'warm', 'weather']"
3355,"['grrrrrr', 'need', 'first', 'maybe', 'bday', 'next', 'month']"
3356,"['possible', 'add', 'travel', 'arrange', 'employer', 'upcoming', 'travel', 'retrieve', 'reservation', 'thats']"
3357,"['send', 'email', 'customer', 'relations', 'will', 'call', 'tomorrow']"
3358,"['priority', 'seat', 'already', 'pay']"
3359,"['possible', 'add', 'companion', '2nd', 'leg', 'trip']"
3360,"['northern', 'california', 'coast']"
3361,"['guy', 'general', 'enquire', 'email', 'address', 'please', 'thank']"
3362,"['watch', 'plan', 'thing']"
3363,"['continue', 'prove', 'airlines']"
3364,['thank']
3365,"['sorry', 'think', 'already']"
3366,"['control', 'weather', 'las', 'vegas']"
3367,"['please', 'tell', 'way', 'add', 'already', 'take', 'place']"
3368,"['ticket', 'book', 'cun', 'arrival', 'time', 'reflect', 'cun', 'now', 'est', 'time']"
3369,"['understand', 'weather', 'kid', 'need', 'home', 'kid', 'volunteer', 'work', 'high', 'school', 'please', 'help']"
3370,"['thank', 'lindsey', 'idea', 'ill', 'stick', 'tell', 'listen', 'intercom', 'better']"
3371,"['easy', 'fix', 'let', 'business', 'select', 'actually', 'board', '1st', 'board', 'preboards']"
3372,"['need', 'assistance', 'extension', 'expire']"
3373,"['expect', 'customer', 'service', 'available']"
3374,"['wifes', 'point', 'transfer', 'account']"
3375,"['thanksare', 'operate', 'now', 'cancel', 'flightled']"
3376,"['check', 'right', '24hr', 'mark', 'board', 'group', 'kid', 'age', 'dnt', 'want', 'sld']"
3377,"['helloare', 'take', 'airport', 'noon', 'suppose', 'travel', 'antonio']"
3378,"['invite', 'fallow', 'learn', 'program', 'health', 'condomrito', 'familywe', '501c3']"
3379,"['unveil', 'new', 'include']"
3380,"['start', 'daily', 'b737700', 'reagan', '8aug']"
3381,"['end', 'daily', 'b737700', 'reagan', '8aug']"
3382,"['start', '2xdaily', 'b737700', '8aug']"
3383,"['start', 'daily', 'b737700', '8aug']"
3384,"['start', '2xdaily', 'b737700', '8aug']"
3385,"['thank', 'may', 'already', 'respond', '8uxzj2']"
3386,"['equip', 'flamethrowers', 'snow', 'plow']"
3387,"['unveil', 'new', 'rout', 'include', 'via']"
3388,"['thank', 'link', 'might', 'old', 'news', 'first']"
3389,"['didnt', 'realize', 'clothe', 'hotel', 'suggestions']"
3390,"['may', 'want', 'direct', 'people', 'tok']"
3391,"['link', 'site', 'display', 'delay', 'cancel', 'flightations']"
3392,"['discount', 'every', 'cause', 'leave', 'fron', 'airport', 'fran', 'next', 'week', 'sometime']"
3393,"['companion', 'pass', 'thank', 'lin']"
3394,"['kid', 'mission', 'trip', 'lasalle', 'strand', 'area', 'cant', 'back', 'bos', 'pvd', 'till']"
3395,"['pls', 'help', 'baby', 'hannah', 'life', 'save', 'surgeries', 'requiresshe', 'need', 'helppls', 'donatert']"
3396,"['arrangements', 'reimburse', 'rental']"
3397,"['email', 'confirmation', 'wifi', 'purchase', 'recent', 'trouble', 'ive', 'never', 'fly']"
3398,"['n284wn', 'depart', 'enroute']"
3399,"['go', 'morning', 'thank']"
3400,"['stick', 'middle', 'seat']"
3401,"['scavenger', 'hunt', 'vegas', 'ready']"
3402,['let']
3403,"['kudos', 'rep', 'patricia', 'gate', 'b11', 'morning']"
3404,"['read', 'board', 'policy', 'group', 'travellers', 'kid', 'range', 'possible', 'sit', 'together']"
3405,"['yeah', '7am', 'tomorrow', 'go', 'add', 'min', 'extra', 'roads', 'snow']"
3406,"['know', 'everybody', '1st', 'time', 'fly', 'case', 'people', 'front', 'deplane', '1st', 'back']"
3407,"['may', 'companion', 'pass', 'please']"
3408,"['yes', 'please']"
3409,"['winter', 'weather', 'extend', 'tomorrow', 'chance', 'even', 'late', 'flightr', 'day', 'super', 'helpful']"
3410,"['free', 'watch', 'daytona']"
3411,"['companion', 'pass']"
3412,"['especially', 'mom']"
3413,['treatment']
3414,"['fly', 'cun', 'tomorrow', 'den', 'change', 'due', 'travel', 'advisory']"
3415,"['long', 'take', 'rapid', 'reward', 'point', 'credit', 'account']"
3416,"['n659sw', 'arrive', 'follow']"
3417,"['child', 'travel', 'cross', 'countryshes', 'will', 'turn', 'marchand', 'cont']"
3418,['one']
3419,"['retire', 'hubby', '25th', 'wed', 'anniversary', 'year', 'companion', 'pass', 'please']"
3420,"['want', 'new', 'see', 'dad', 'help']"
3421,"['fly', 'old']"
3422,"['yes', 'pleasemy', 'son', 'live']"
3423,"['companion', 'pass', 'please']"
3424,"['well', 'need', 'something', 'aim']"
3425,['gim']
3426,"['still', 'go', 'dal']"
3427,"['service', 'aruba', 'permanently', 'discontinue', 'august']"
3428,"['love', 'great', 'deal', 'bwi', 'las', 'memorial', 'day', 'weekend', 'aka', 'bday', 'weekend']"
3429,"['love', 'treatment']"
3430,"['companion', 'pass']"
3431,"['tell', 'secrets', 'fly', 'high']"
3432,['mine']
3433,"['one', 'obtain', 'companion', 'pass']"
3434,"['subscribe', 'please']"
3435,"['help', 'cancel', 'reservation']"
3436,"['follow', 'await']"
3437,"['dont', 'fransisco', 'present', 'last', 'saleim', 'look', 'return', 'ticket']"
3438,"['next', 'time', 'will', 'know', 'pay', 'extra', 'make', 'line']"
3439,"['fly', 'south', 'southwest', 'sjc', 'sna', 'tiday']"
3440,"['still', 'plan', 'dal', 'try', 'fly', 'tomorrow', 'lax']"
3441,"['lose', 'promise', 'ring', 'give', 'sfosna', 'infinity', 'silver', 'band', 'ring', 'please', 'help']"
3442,"['travel', 'year', 'old', 'need', 'correct']"
3443,"['hows', 'incoming', 'look', 'schedule', 'fly', 'wonder', 'ill', 'stick', 'louis', 'instead']"
3444,"['hold', 'music', 'sound', 'super', 'mario', 'bros', 'gameboy', 'color']"
3445,"['two', 'free', 'promo', 'come', 'back', 'look', 'premiere', 'card', 'might', 'hold', 'another', 'option']"
3446,"['currently', 'rebooked', 'thru', 'hear', 'expect', 'ice', 'storm', 'sigh']"
3447,"['check', '1st', 'graders', 'school', 'science', 'fair', 'project', 'love', 'fly', 'southwest', 'airlines']"
3448,"['wish', 'allow', 'access', 'site', 'award', 'track']"
3449,['party']
3450,"['party', 'atl', 'terminal']"
3451,"['hear', 'rumor', 'cancel', 'flightled', 'true']"
3452,"['check', 'see', 'nyc', 'expect', 'delay', 'cancel', 'flightled']"
3453,"['update', 'cancel', 'dal', 'connect', 'hope', 'doesnt', 'delay', 'due', 'weather']"
3454,"['continue', 'vegas', 'stop', 'dont', 'upset', 'stowaway']"
3455,"['safety', 'back']"
3456,"['btw', 'weather', 'delay', 'weve', 'beautiful', 'weather', 'sunny', 'california']"
3457,"['check', 'head', 'plane', 'dynamite', 'place', 'onto']"
3458,"['past', 'yrs', 'earn', 'alist', 'status', 'thru', 'promofly', 'rnd', 'trip', 'months', 'option']"
3459,"['yeah', 'happen', 'phx', 'airport', 'extra', 'long', 'wait', 'spring', 'long', 'something', 'locals', 'know', 'tourist', 'dont', 'fyi']"
3460,"['arkansas', 'gov', 'plan', 'sign', 'governor', 'sb202', 'legalize', 'discrimination', 'lgbtcan', 'lend', 'voice', 'state', 'boycott']"
3461,"['rapid', 'award', 'member', 'point', 'apply', 'take', 'round', 'trip']"
3462,"['will', 'southwest', 'specials', 'one', 'run', 'now']"
3463,"['will', 'daytona', 'available', 'free']"
3464,"['fly', 'tonight', 'pbi', 'board', 'position', 'c42', 'overbooked', 'really', 'dont', 'want', 'bump']"
3465,"['need', 'cancel', 'please', 'check']"
3466,"['start', 'rout']"
3467,"['fly', 'tonight', 'pbi', 'board', 'position', 'c42', 'overbooked', 'funeral', 'attend']"
3468,"['credit', 'card', 'useopen', 'miles', 'yall']"
3469,"['follow', 'quick']"
3470,['help']
3471,"['ceo', 'use', 'band', 'help', 'connect', 'people']"
3472,"['forget', 'put', 'tsa', 'pre', 'number', 'check', 'now', 'profile', 'will', 'board', 'pass']"
3473,"['open', 'seat', 'pvd', 'mco', '1215pm', 'today']"
3474,"['sisterbrother', 'law', 'need', 'desperately', 'fly', 'anything']"
3475,"['impression', 'hour', 'delay', 'equipment', 'failure', 'compensation', 'offer']"
3476,"['give', 'info', 'bdl', 'see', 'cancel', 'flightled']"
3477,"['woman', 'chance', 'lifetime']"
3478,"['fly', 'tomorrow', 'pbi', 'board', 'position', 'c42', 'overbooked', 'funeral', 'attend']"
3479,"['better', 'travel', 'photos', 'kindle', 'ebook', 'easy', 'tip', 'guide']"
3480,"['hire', 'attendants', 'right', 'now']"
3481,"['speed', 'need', 'see', 'muh', 'boy']"
3482,"['ready', 'vegas', 'may', '2nd']"
3483,"['wonder', 'go', 'open', 'fare', 'november']"
3484,"['passengers', 'plane', 'shouldve', 'grab', 'baggage', 'give', 'seat']"
3485,"['retroactively', 'add', 'previous', 'current', 'rapid', 'reward', 'balance']"
3486,"['send', 'now', 'via']"
3487,"['quick', 'question', 'let', 'say', 'book', 'drop', 'price', 'cheaper', 'rate']"
3488,"['send', 'confirmation', 'number', 'passenger', 'name', 'swa', 'mcocmh']"
3489,"['cup', 'coffee', 'relax', 'check', 'new', 'deal', 'promotions', 'twice', 'month', 'doug']"
3490,"['opal', 'dragon', 'book', 'dragon', 'ali', 'weave', 'murder', 'ways', 'philippines', 'australia']"
3491,"['now', 'recruit', 'fall', 'spring', 'internships', '6pm', 'davidson', 'auditorium1118']"
3492,"['tsa', 'traveler', 'add', 'board', 'pass', 'include', 'tsa', 'precheck', 'fly', 'tomorro']"
3493,"['see', 'change', 'plz', 'help', 'thx']"
3494,"['bag', 'make', 'tonight', 'forgive']"
3495,"['hey', 'southwest', 'see', 'friend', 'never', 'love', 'taiwan']"
3496,"['know', 'alas', 'live', 'far', 'far', 'away', 'now']"
3497,"['please', 'tell', 'todays', 'dia', 'cancel', 'flightled', 'thank']"
3498,"['cancel', 'flightled', 'today', 'due', 'winter', 'storm', 'travelers', 'urge', 'contact', 'carrier', 'info']"
3499,"['chance', 'theres', 'seat', 'open', 'den', 'dal', 'afternoon']"
3500,"['depart', 'mdw', 'cold', '26f', 'windy', 'snow', 'grind', 'sunny', '70f', 'las', 'vegas']"
3501,"['follow', 'confirmation', 'number', 'need', 'confirm', 'cancel', 'will', 'call', 'confirm', 'refund']"
3502,"['actually', 'use', 'slight', 'tweak', 'return', 'leave', 'now', 'til', 'way', 'skip', 'call']"
3503,"['microsecond', 'late', 'sad']"
3504,"['put', 'one']"
